Date,Shift,Component,Defect Type,Temperature,Rejected Qty,Produced Qty,Machine,Sand Moisture (%),Pouring Time (sec),Operator,Cooling Time (min),Mold Hardness,Humidity (%),Inspection Result,Rejection Rate (%),Month,Year
2025-04-19,C,Wheel Hub,Crack,653.0,4,438,M4,3.69,26.33,OP06,25,70,54,Fail,0.91,4.0,2025.0
2025-12-01,A,Cylinder Head,Shrinkage,739.0,23,1089,M2,6.51,23.87,OP05,51,67,61,Fail,2.11,12.0,2025.0
2025-07-16,C,Clutch Plate,Shrinkage,767.0,34,732,M3,4.37,21.46,OP07,88,86,72,Pass,4.64,7.0,2025.0
2025-08-15,B,Gear Housing,Crack,777.0,10,648,M3,5.29,23.51,OP12,59,62,61,Fail,1.54,8.0,2025.0
2025-12-22,A,Engine Block,Shrinkage,736.0,40,766,M1,3.94,25.99,OP11,58,87,37,Pass,5.22,12.0,2025.0
2025-10-10,A,Cylinder Head,Cold Shut,774.0,17,945,M2,3.19,21.47,OP18,89,60,41,Fail,1.8,10.0,2025.0
2025-06-16,B,Cylinder Head,Porosity,652.0,42,734,M5,3.23,20.59,OP16,45,92,69,Fail,5.72,6.0,2025.0
2025-08-08,A,Gear Housing,Misrun,685.0,110,992,M3,4.44,10.88,OP19,36,80,37,Fail,11.09,8.0,2025.0
2025-07-11,A,Clutch Plate,Crack,681.0,59,801,M2,5.45,26.51,OP18,47,88,57,Pass,7.37,7.0,2025.0
2025-12-31,C,Clutch Plate,Cold Shut,672.0,37,764,M1,3.94,21.1,OP19,55,83,57,Fail,4.84,12.0,2025.0
2025-07-09,A,Engine Block,Sand Inclusion,686.0,63,916,M5,5.17,12.94,OP06,61,76,51,Pass,6.88,7.0,2025.0
2025-03-08,A,Clutch Plate,Shrinkage,686.0,17,484,M1,4.82,11.37,OP07,26,60,54,Pass,3.51,3.0,2025.0
2025-11-05,C,Gear Housing,Misrun,672.0,29,803,M1,5.09,17.47,OP08,64,94,75,Pass,3.61,11.0,2025.0
2026-03-18,C,Brake Drum,Misrun,680.0,47,491,M5,4.42,13.78,OP13,74,72,49,Pass,9.57,3.0,2026.0
2025-12-25,B,Engine Block,Sand Inclusion,650.0,29,492,M5,7.49,13.87,OP02,81,84,66,Fail,5.89,12.0,2025.0
2025-02-12,A,Brake Drum,Misrun,736.0,101,1081,M1,5.94,18.99,OP09,41,67,50,Fail,9.34,2.0,2025.0
2025-02-13,B,Engine Block,Porosity,717.0,56,1119,M5,6.68,21.38,OP01,73,74,37,Fail,5.0,2.0,2025.0
2026-03-02,B,Gear Housing,Cold Shut,686.0,13,857,M1,4.56,13.6,OP03,36,87,57,Fail,1.52,3.0,2026.0
2025-08-24,A,Gear Housing,Porosity,683.0,54,698,M4,5.01,29.49,OP01,85,63,78,Pass,7.74,8.0,2025.0
2025-01-09,C,Gear Housing,Sand Inclusion,687.0,11,848,M5,3.46,13.91,OP12,85,61,76,Fail,1.3,1.0,2025.0
2025-07-08,A,Gear Housing,Cold Shut,759.0,60,566,M4,6.0,19.5,OP03,35,79,66,Pass,10.6,7.0,2025.0
2025-04-16,B,Cylinder Head,Shrinkage,729.0,118,1195,M1,6.64,16.51,OP14,72,90,83,Fail,9.87,4.0,2025.0
2025-10-02,A,Wheel Hub,Misrun,766.0,0,512,M2,4.21,15.02,OP13,34,65,39,Fail,0.0,10.0,2025.0
2025-09-20,A,Engine Block,Cold Shut,777.0,85,729,M3,6.2,27.77,OP01,30,83,61,Pass,11.66,9.0,2025.0
2026-04-20,B,Gear Housing,Misrun,732.0,108,923,M2,5.64,10.64,OP20,43,82,48,Fail,11.7,4.0,2026.0
2025-02-05,A,Wheel Hub,Cold Shut,695.0,128,1149,M3,5.75,28.58,OP03,42,81,50,Fail,11.14,2.0,2025.0
2025-08-11,C,Engine Block,Crack,653.0,119,1154,M2,3.66,27.99,OP01,54,82,40,Fail,10.31,8.0,2025.0
2026-03-06,A,Wheel Hub,Cold Shut,681.0,37,1082,M2,5.77,13.79,OP04,59,74,77,Fail,3.42,3.0,2026.0
2025-06-29,C,Gear Housing,Sand Inclusion,728.0,84,730,M1,7.28,16.84,OP14,43,80,42,Pass,11.51,6.0,2025.0
2025-04-07,C,Clutch Plate,Cold Shut,758.0,48,720,M5,5.94,16.52,OP10,43,60,53,Fail,6.67,4.0,2025.0
2025-01-27,C,Engine Block,Sand Inclusion,711.0,106,896,M3,4.4,26.16,OP16,80,93,84,Pass,11.83,1.0,2025.0
2025-02-17,C,Brake Drum,Porosity,723.0,13,768,M2,6.63,12.11,OP15,85,89,74,Pass,1.69,2.0,2025.0
2025-04-27,C,Engine Block,Shrinkage,705.0,91,788,M3,4.53,12.88,OP13,89,61,84,Pass,11.55,4.0,2025.0
2026-05-05,B,Cylinder Head,Shrinkage,699.0,107,1149,M4,5.82,17.48,OP05,38,91,63,Pass,9.31,5.0,2026.0
2026-05-02,C,Brake Drum,Porosity,707.0,48,970,M3,7.08,27.12,OP07,82,83,80,Fail,4.95,5.0,2026.0
2025-06-05,B,Brake Drum,Misrun,743.0,18,1135,M3,7.5,20.35,OP19,28,66,83,Pass,1.59,6.0,2025.0
2025-09-04,A,Gear Housing,Misrun,693.0,43,417,M3,6.68,17.0,OP07,26,80,66,Fail,10.31,9.0,2025.0
2025-01-01,C,Gear Housing,Misrun,730.0,6,412,M5,4.26,25.56,OP08,67,80,59,Fail,1.46,1.0,2025.0
2025-02-11,C,Gear Housing,Cold Shut,669.0,36,595,M4,5.25,29.28,OP16,33,69,76,Pass,6.05,2.0,2025.0
2026-01-16,B,Brake Drum,Cold Shut,698.0,93,806,M5,4.44,20.36,OP01,44,72,78,Pass,11.54,1.0,2026.0
2025-02-18,A,Brake Drum,Cold Shut,738.0,0,593,M1,4.15,13.24,OP09,86,63,36,Pass,0.0,2.0,2025.0
2026-04-24,A,Cylinder Head,Porosity,703.0,125,1155,M4,7.3,14.75,OP12,69,81,80,Fail,10.82,4.0,2026.0
2025-06-28,A,Wheel Hub,Sand Inclusion,753.0,34,431,M1,4.11,10.2,OP02,86,76,46,Fail,7.89,6.0,2025.0
2026-04-16,A,Clutch Plate,Misrun,679.0,53,459,M5,6.97,24.87,OP01,83,64,40,Fail,11.55,4.0,2026.0
2025-03-27,C,Engine Block,Shrinkage,698.0,7,547,M4,7.34,11.39,OP05,30,81,73,Pass,1.28,3.0,2025.0
2025-07-01,A,Cylinder Head,Porosity,780.0,17,450,M4,6.1,19.33,OP03,45,69,75,Pass,3.78,7.0,2025.0
2026-04-28,A,Cylinder Head,Shrinkage,718.0,28,1178,M5,7.45,18.98,OP10,50,69,56,Fail,2.38,4.0,2026.0
2026-04-05,A,Gear Housing,Shrinkage,657.0,42,600,M4,4.87,28.46,OP14,47,81,76,Pass,7.0,4.0,2026.0
2025-06-11,B,Gear Housing,Sand Inclusion,683.0,99,935,M4,3.19,22.96,OP19,70,70,76,Pass,10.59,6.0,2025.0
2025-03-15,B,Clutch Plate,Shrinkage,716.894983277592,48,1153,M3,3.76,17.26,OP15,87,77,60,Pass,4.16,3.0,2025.0
2026-01-10,B,Cylinder Head,Porosity,776.0,57,956,M3,5.09,10.85,OP19,32,60,76,Fail,5.96,1.0,2026.0
2025-01-28,A,Brake Drum,Sand Inclusion,714.0,76,781,M3,4.46,26.34,OP12,75,73,58,Pass,9.73,1.0,2025.0
2025-10-04,C,Cylinder Head,Sand Inclusion,703.0,28,1109,M1,7.05,19.25,OP08,25,93,83,Fail,2.52,10.0,2025.0
2025-10-08,B,Wheel Hub,Sand Inclusion,706.0,88,1053,M5,6.71,16.47,OP16,76,70,56,Fail,8.36,10.0,2025.0
2025-09-10,C,Clutch Plate,Cold Shut,760.0,38,1059,M2,4.77,15.29,OP06,23,95,65,Fail,3.59,9.0,2025.0
2026-04-11,B,Gear Housing,Cold Shut,691.0,91,814,M1,6.33,19.1,OP08,54,73,36,Pass,11.18,4.0,2026.0
2025-10-03,B,Brake Drum,Sand Inclusion,697.0,31,799,M3,4.84,17.98,OP12,43,63,69,Pass,3.88,10.0,2025.0
2025-02-20,A,Clutch Plate,Shrinkage,711.0,46,1056,M4,3.53,22.91,OP10,69,83,70,Fail,4.36,2.0,2025.0
2025-08-06,C,Wheel Hub,Misrun,767.0,2,483,M3,3.44,16.05,OP18,31,71,42,Pass,0.41,8.0,2025.0
2025-05-24,A,Engine Block,Porosity,765.0,1,621,M3,3.31,22.69,OP16,47,80,79,Fail,0.16,5.0,2025.0
2025-10-09,B,Brake Drum,Crack,770.0,81,942,M4,7.2,18.11,OP10,20,72,62,Pass,8.6,10.0,2025.0
2025-07-16,A,Clutch Plate,Crack,669.0,75,888,M2,7.02,26.42,OP18,51,73,58,Fail,8.45,7.0,2025.0
2025-04-01,A,Clutch Plate,Porosity,759.0,9,710,M2,4.95,17.17,OP17,70,60,79,Fail,1.27,4.0,2025.0
2025-06-27,B,Wheel Hub,Misrun,723.0,85,816,M3,3.15,27.54,OP14,26,64,54,Pass,10.42,6.0,2025.0
2026-05-03,A,Wheel Hub,Shrinkage,753.0,50,573,M2,6.21,18.59,OP06,82,65,64,Pass,8.73,5.0,2026.0
2026-02-08,B,Gear Housing,Misrun,675.0,46,591,M3,7.45,24.25,OP05,49,61,72,Pass,7.78,2.0,2026.0
2026-04-29,A,Gear Housing,Misrun,718.0,47,626,M2,3.56,28.09,OP17,41,72,42,Fail,7.51,4.0,2026.0
2026-02-23,A,Cylinder Head,Misrun,671.0,29,799,M3,6.88,13.95,OP16,55,62,63,Pass,3.63,2.0,2026.0
2025-07-13,B,Wheel Hub,Sand Inclusion,693.0,17,571,M1,5.74,28.59,OP02,69,90,36,Pass,2.98,7.0,2025.0
,B,Engine Block,Shrinkage,658.0,54,939,M5,6.99,27.51,OP10,83,70,83,Pass,5.75,,
2025-01-29,C,Gear Housing,Crack,656.0,88,1149,M2,5.77,15.36,OP09,22,92,40,Pass,7.66,1.0,2025.0
2025-08-15,B,Engine Block,Crack,652.0,77,701,M2,4.83,29.9,OP12,41,76,42,Fail,10.98,8.0,2025.0
2025-11-12,B,Gear Housing,Cold Shut,673.0,53,638,M5,3.16,21.86,OP16,40,80,60,Pass,8.31,11.0,2025.0
2025-09-27,A,Engine Block,Crack,669.0,50,613,M3,4.4,24.81,OP14,30,76,42,Fail,8.16,9.0,2025.0
2025-05-28,C,Wheel Hub,Shrinkage,657.0,89,822,M3,6.42,12.44,OP19,75,94,72,Fail,10.83,5.0,2025.0
2026-02-10,B,Engine Block,Misrun,669.0,42,1172,M2,5.64,12.97,OP13,32,92,64,Fail,3.58,2.0,2026.0
2026-04-01,B,Clutch Plate,Crack,680.0,75,878,M4,4.94,23.39,OP09,51,61,85,Pass,8.54,4.0,2026.0
2025-10-17,A,Cylinder Head,Misrun,675.0,113,1060,M5,5.19,19.24,OP04,37,90,80,Pass,10.66,10.0,2025.0
2025-09-19,A,Engine Block,Cold Shut,655.0,26,624,M2,4.99,21.64,OP16,48,69,50,Pass,4.17,9.0,2025.0
2026-01-31,A,Brake Drum,Cold Shut,757.0,99,1023,M1,5.65,11.59,OP18,27,82,84,Fail,9.68,1.0,2026.0
2026-04-11,C,Gear Housing,Sand Inclusion,698.0,20,1055,M5,4.51,12.12,OP20,36,62,70,Pass,1.9,4.0,2026.0
2025-02-07,B,Engine Block,Shrinkage,670.0,103,1153,M4,6.55,25.93,OP19,46,60,47,Pass,8.93,2.0,2025.0
2025-03-17,B,Clutch Plate,Sand Inclusion,671.0,27,746,M4,6.45,13.29,OP13,49,91,52,Pass,3.62,3.0,2025.0
2026-01-04,B,Engine Block,Shrinkage,696.0,93,849,M1,5.95,22.86,OP06,36,93,71,Fail,10.95,1.0,2026.0
2025-10-01,C,Cylinder Head,Porosity,737.0,100,960,M1,3.19,26.29,OP14,52,87,63,Fail,10.42,10.0,2025.0
2025-07-28,B,Wheel Hub,Porosity,704.0,101,1195,M4,3.49,24.81,OP13,35,82,44,Fail,8.45,7.0,2025.0
2025-02-22,C,Wheel Hub,Crack,745.0,9,969,M4,3.75,15.59,OP11,36,73,49,Pass,0.93,2.0,2025.0
2025-02-04,C,Engine Block,Sand Inclusion,667.0,18,1011,M2,5.52,22.75,OP09,31,87,49,Fail,1.78,2.0,2025.0
2026-02-13,C,Engine Block,Porosity,716.894983277592,88,736,M1,3.8,15.9,OP13,56,83,84,Fail,11.96,2.0,2026.0
2025-03-20,A,Wheel Hub,Porosity,702.0,76,731,M3,5.23,20.78,OP06,74,95,50,Fail,10.4,3.0,2025.0
2026-05-09,B,Engine Block,Cold Shut,664.0,119,1146,M5,6.91,15.63,OP04,81,72,46,Pass,10.38,5.0,2026.0
2026-04-30,A,Engine Block,Misrun,669.0,51,525,M1,6.1,11.38,OP14,66,61,48,Fail,9.71,4.0,2026.0
2025-01-20,A,Brake Drum,Misrun,727.0,19,955,M3,4.33,19.2,OP12,31,76,44,Fail,1.99,1.0,2025.0
2026-04-25,B,Engine Block,Crack,710.0,122,1086,M5,5.57,28.47,OP12,72,67,44,Pass,11.23,4.0,2026.0
2025-09-02,A,Wheel Hub,Sand Inclusion,716.0,25,489,M1,6.99,17.94,OP19,45,83,84,Fail,5.11,9.0,2025.0
2025-09-27,C,Cylinder Head,Misrun,763.0,116,1116,M5,7.33,17.73,OP18,66,69,38,Fail,10.39,9.0,2025.0
2025-12-13,B,Wheel Hub,Crack,698.0,32,862,M5,6.99,26.49,OP11,40,77,69,Fail,3.71,12.0,2025.0
2025-08-29,B,Gear Housing,Sand Inclusion,688.0,19,1094,M2,3.99,10.82,OP06,44,91,66,Pass,1.74,8.0,2025.0
2025-11-25,C,Clutch Plate,Porosity,651.0,4,559,M3,6.14,11.1,OP14,31,82,83,Fail,0.72,11.0,2025.0
2025-07-23,A,Brake Drum,Sand Inclusion,729.0,24,717,M1,3.14,17.84,OP02,69,82,81,Pass,3.35,7.0,2025.0
2025-06-24,B,Wheel Hub,Misrun,728.0,62,697,M1,4.2,28.03,OP03,85,93,77,Fail,8.9,6.0,2025.0
2025-01-29,C,Wheel Hub,Cold Shut,651.0,107,1069,M1,4.27,13.11,OP04,39,79,47,Fail,10.01,1.0,2025.0
2025-12-17,B,Wheel Hub,Cold Shut,701.0,44,640,M1,4.84,26.39,OP05,81,87,48,Fail,6.88,12.0,2025.0
2025-02-16,C,Wheel Hub,Porosity,704.0,87,928,M4,4.92,22.52,OP14,89,83,41,Pass,9.38,2.0,2025.0
2025-10-24,B,Wheel Hub,Shrinkage,704.0,120,1144,M1,7.47,23.65,OP05,28,62,43,Fail,10.49,10.0,2025.0
2025-02-10,B,Clutch Plate,Misrun,674.0,49,411,M1,6.32,15.42,OP10,25,74,36,Pass,11.92,2.0,2025.0
2025-04-29,B,Cylinder Head,Porosity,748.0,37,554,M2,6.34,29.12,OP06,37,77,41,Fail,6.68,4.0,2025.0
2025-03-21,C,Wheel Hub,Porosity,655.0,6,540,M2,6.42,12.13,OP16,66,92,74,Fail,1.11,3.0,2025.0
2025-09-23,C,Gear Housing,Sand Inclusion,716.894983277592,26,890,M1,5.94,14.08,OP12,48,66,60,Pass,2.92,9.0,2025.0
2025-04-21,C,Engine Block,Sand Inclusion,700.0,30,807,M3,4.53,20.28,OP13,71,80,76,Pass,3.72,4.0,2025.0
2025-08-10,A,Brake Drum,Shrinkage,765.0,13,948,M5,3.99,23.4,OP05,77,61,72,Pass,1.37,8.0,2025.0
2026-01-22,B,Clutch Plate,Crack,701.0,71,667,M3,4.46,25.49,OP20,80,75,76,Pass,10.64,1.0,2026.0
2025-04-29,C,Wheel Hub,Crack,676.0,62,626,M3,3.18,24.42,OP08,60,69,35,Pass,9.9,4.0,2025.0
2025-08-07,A,Clutch Plate,Cold Shut,671.0,3,985,M5,3.99,19.8,OP07,42,76,59,Fail,0.3,8.0,2025.0
2025-05-26,B,Clutch Plate,Crack,738.0,80,733,M1,5.53,11.87,OP01,89,63,66,Fail,10.91,5.0,2025.0
,A,Brake Drum,Cold Shut,722.0,33,888,M1,4.34,30.0,OP03,86,71,84,Pass,3.72,,
2025-02-13,B,Gear Housing,Misrun,664.0,6,649,M4,4.12,14.7,OP07,47,84,44,Pass,0.92,2.0,2025.0
2025-01-13,C,Wheel Hub,Porosity,744.0,115,1055,M5,5.35,18.03,OP16,69,86,79,Fail,10.9,1.0,2025.0
2025-08-24,B,Engine Block,Crack,772.0,76,1014,M1,3.77,28.08,OP18,59,90,61,Fail,7.5,8.0,2025.0
2025-07-28,C,Cylinder Head,Misrun,699.0,119,1165,M2,6.62,20.99,OP10,30,91,81,Fail,10.21,7.0,2025.0
2025-09-13,B,Wheel Hub,Crack,771.0,5,428,M4,3.91,10.84,OP05,68,60,85,Pass,1.17,9.0,2025.0
2025-07-17,B,Engine Block,Crack,663.0,22,500,M1,4.56,26.62,OP20,81,65,40,Fail,4.4,7.0,2025.0
2025-04-09,B,Gear Housing,Misrun,716.894983277592,4,490,M2,3.15,24.92,OP04,70,64,49,Pass,0.82,4.0,2025.0
2026-01-23,B,Clutch Plate,Sand Inclusion,769.0,50,513,M1,3.75,19.99,OP10,27,92,41,Fail,9.75,1.0,2026.0
2025-11-07,A,Brake Drum,Crack,690.0,89,1066,M2,7.39,22.34,OP17,60,76,49,Fail,8.35,11.0,2025.0
2025-07-09,C,Engine Block,Porosity,733.0,64,1080,M2,5.94,23.6,OP02,37,87,59,Pass,5.93,7.0,2025.0
2025-10-06,C,Engine Block,Cold Shut,727.0,37,772,M3,6.54,27.04,OP03,82,84,41,Pass,4.79,10.0,2025.0
2026-02-08,C,Wheel Hub,Cold Shut,720.0,0,446,M2,5.16,10.11,OP07,71,72,66,Pass,0.0,2.0,2026.0
2025-02-10,A,Brake Drum,Porosity,683.0,1,828,M4,3.49,13.97,OP04,31,61,40,Pass,0.12,2.0,2025.0
2025-05-26,C,Wheel Hub,Cold Shut,737.0,9,484,M2,5.77,11.56,OP05,24,92,68,Fail,1.86,5.0,2025.0
2026-03-06,C,Clutch Plate,Shrinkage,716.894983277592,97,1116,M5,6.61,20.17,OP11,38,63,39,Pass,8.69,3.0,2026.0
2025-06-11,A,Cylinder Head,Misrun,746.0,36,444,M5,7.29,20.31,OP12,52,77,66,Pass,8.11,6.0,2025.0
2025-03-30,A,Brake Drum,Porosity,664.0,38,440,M2,4.15,25.98,OP17,75,75,48,Fail,8.64,3.0,2025.0
2026-04-24,A,Clutch Plate,Crack,733.0,14,1170,M4,6.38,29.89,OP14,47,76,58,Fail,1.2,4.0,2026.0
2025-01-04,B,Cylinder Head,Sand Inclusion,694.0,23,614,M4,4.62,13.78,OP16,70,68,69,Fail,3.75,1.0,2025.0
2026-01-27,B,Clutch Plate,Sand Inclusion,674.0,42,1153,M5,3.37,18.16,OP09,52,71,54,Fail,3.64,1.0,2026.0
2026-04-13,A,Wheel Hub,Misrun,700.0,107,926,M2,6.99,19.4,OP11,59,82,41,Fail,11.56,4.0,2026.0
2025-12-10,A,Gear Housing,Sand Inclusion,689.0,50,631,M5,3.64,11.12,OP09,81,85,66,Pass,7.92,12.0,2025.0
2025-01-31,B,Gear Housing,Cold Shut,742.0,54,886,M4,5.86,12.61,OP11,63,76,65,Pass,6.09,1.0,2025.0
2026-01-10,C,Brake Drum,Sand Inclusion,716.894983277592,65,1150,M2,3.52,20.43,OP16,36,61,38,Pass,5.65,1.0,2026.0
2026-03-20,A,Brake Drum,Cold Shut,681.0,78,812,M4,7.29,10.23,OP17,37,84,74,Pass,9.61,3.0,2026.0
2025-03-13,B,Cylinder Head,Porosity,729.0,23,569,M4,6.54,14.08,OP15,74,76,62,Fail,4.04,3.0,2025.0
2026-01-04,A,Gear Housing,Porosity,663.0,41,723,M5,3.49,15.22,OP14,47,60,62,Pass,5.67,1.0,2026.0
2025-06-17,B,Clutch Plate,Sand Inclusion,766.0,65,860,M4,5.59,15.82,OP07,78,63,63,Pass,7.56,6.0,2025.0
2025-09-28,B,Brake Drum,Shrinkage,770.0,107,910,M1,6.84,17.93,OP17,27,95,39,Fail,11.76,9.0,2025.0
2025-09-15,C,Brake Drum,Cold Shut,757.0,24,591,M1,5.22,16.38,OP15,32,73,46,Pass,4.06,9.0,2025.0
2026-02-24,B,Clutch Plate,Sand Inclusion,682.0,34,648,M4,6.28,14.08,OP04,39,74,44,Fail,5.25,2.0,2026.0
2025-05-06,B,Clutch Plate,Misrun,674.0,34,452,M3,4.78,20.95,OP01,39,93,46,Fail,7.52,5.0,2025.0
2025-08-01,B,Wheel Hub,Porosity,675.0,118,1178,M2,5.88,15.66,OP15,65,95,76,Pass,10.02,8.0,2025.0
2025-09-01,C,Brake Drum,Porosity,774.0,31,587,M1,7.5,11.55,OP04,90,62,82,Fail,5.28,9.0,2025.0
2025-09-22,C,Brake Drum,Shrinkage,658.0,4,516,M5,6.88,18.44,OP20,22,61,40,Pass,0.78,9.0,2025.0
2025-08-12,A,Gear Housing,Sand Inclusion,661.0,60,640,M5,6.87,30.0,OP02,60,72,79,Fail,9.38,8.0,2025.0
2025-04-12,B,Wheel Hub,Porosity,731.0,16,626,M3,4.79,10.97,OP19,73,87,81,Fail,2.56,4.0,2025.0
2026-05-07,A,Brake Drum,Shrinkage,681.0,5,563,M5,3.92,25.03,OP08,30,81,49,Pass,0.89,5.0,2026.0
2026-03-11,C,Gear Housing,Shrinkage,671.0,64,867,M5,6.41,16.35,OP13,56,71,50,Pass,7.38,3.0,2026.0
2025-07-15,C,Wheel Hub,Shrinkage,684.0,72,1010,M5,6.23,27.04,OP10,25,87,84,Fail,7.13,7.0,2025.0
2025-03-29,A,Cylinder Head,Crack,777.0,113,996,M3,6.79,25.39,OP18,48,89,53,Pass,11.35,3.0,2025.0
2026-01-28,B,Cylinder Head,Shrinkage,720.0,26,524,M4,3.86,15.01,OP13,82,69,85,Fail,4.96,1.0,2026.0
2025-01-14,B,Wheel Hub,Crack,705.0,50,923,M2,5.6,28.72,OP01,37,65,82,Fail,5.42,1.0,2025.0
2025-06-06,B,Wheel Hub,Crack,724.0,108,983,M1,7.15,22.08,OP09,37,70,35,Fail,10.99,6.0,2025.0
2026-02-22,A,Engine Block,Sand Inclusion,768.0,39,436,M1,4.79,24.95,OP17,57,67,42,Pass,8.94,2.0,2026.0
2025-03-18,B,Clutch Plate,Misrun,688.0,13,530,M1,4.96,29.38,OP12,70,85,74,Pass,2.45,3.0,2025.0
2026-05-10,B,Clutch Plate,Crack,702.0,38,496,M3,6.72,29.74,OP18,75,70,82,Fail,7.66,5.0,2026.0
2026-02-01,B,Wheel Hub,Cold Shut,736.0,28,806,M2,3.48,30.0,OP07,69,63,54,Pass,3.47,2.0,2026.0
2025-01-12,B,Cylinder Head,Sand Inclusion,762.0,90,1048,M5,5.77,27.22,OP05,81,80,64,Fail,8.59,1.0,2025.0
2025-03-22,A,Engine Block,Crack,657.0,38,1000,M2,5.43,25.73,OP07,50,91,56,Pass,3.8,3.0,2025.0
2025-10-11,C,Cylinder Head,Sand Inclusion,725.0,53,859,M4,4.42,12.15,OP07,32,92,46,Pass,6.17,10.0,2025.0
2026-03-08,A,Brake Drum,Shrinkage,761.0,20,578,M1,6.96,21.03,OP04,54,62,43,Pass,3.46,3.0,2026.0
2025-06-07,A,Engine Block,Misrun,700.0,32,692,M4,5.32,20.15,OP05,50,95,75,Fail,4.62,6.0,2025.0
2025-02-14,B,Cylinder Head,Shrinkage,673.0,20,795,M1,4.77,29.05,OP18,26,74,66,Pass,2.52,2.0,2025.0
2025-02-05,C,Engine Block,Misrun,675.0,65,882,M3,3.83,23.96,OP10,52,66,51,Pass,7.37,2.0,2025.0
2025-09-04,C,Engine Block,Porosity,759.0,53,643,M4,4.08,14.1,OP11,75,72,84,Fail,8.24,9.0,2025.0
2025-10-07,C,Gear Housing,Porosity,676.0,12,513,M1,6.15,15.03,OP08,47,61,60,Pass,2.34,10.0,2025.0
2025-04-28,B,Clutch Plate,Porosity,756.0,88,1144,M5,3.45,13.05,OP10,77,60,47,Pass,7.69,4.0,2025.0
2026-04-07,A,Engine Block,Shrinkage,668.0,30,989,M1,6.12,23.23,OP15,32,83,53,Pass,3.03,4.0,2026.0
2025-02-11,C,Gear Housing,Sand Inclusion,736.0,12,519,M1,6.61,17.43,OP06,28,69,61,Pass,2.31,2.0,2025.0
2025-08-23,C,Wheel Hub,Sand Inclusion,731.0,75,890,M2,7.42,23.28,OP17,54,83,53,Pass,8.43,8.0,2025.0
2025-06-04,C,Engine Block,Crack,725.0,41,606,M5,4.88,24.63,OP08,55,64,57,Fail,6.77,6.0,2025.0
2025-05-25,B,Cylinder Head,Crack,739.0,114,1005,M5,5.99,15.33,OP17,48,78,42,Pass,11.34,5.0,2025.0
2026-04-24,A,Clutch Plate,Cold Shut,778.0,18,425,M2,7.15,15.22,OP19,89,88,44,Fail,4.24,4.0,2026.0
2025-08-25,C,Engine Block,Crack,725.0,13,747,M5,3.37,26.07,OP07,80,60,47,Fail,1.74,8.0,2025.0
2025-01-22,A,Engine Block,Misrun,705.0,45,1134,M5,4.49,29.77,OP03,49,71,65,Pass,3.97,1.0,2025.0
2025-12-06,A,Wheel Hub,Cold Shut,695.0,37,636,M1,5.81,17.49,OP03,71,82,57,Pass,5.82,12.0,2025.0
2025-10-29,C,Engine Block,Porosity,682.0,55,569,M2,7.38,12.46,OP11,38,92,50,Fail,9.67,10.0,2025.0
2025-05-21,B,Clutch Plate,Shrinkage,778.0,61,712,M2,4.22,16.27,OP04,66,64,85,Pass,8.57,5.0,2025.0
2026-03-11,C,Wheel Hub,Porosity,668.0,27,949,M3,5.95,27.31,OP16,66,69,53,Fail,2.85,3.0,2026.0
2026-04-01,B,Brake Drum,Sand Inclusion,758.0,73,690,M5,6.09,16.21,OP11,83,94,55,Pass,10.58,4.0,2026.0
2026-01-22,B,Cylinder Head,Misrun,716.0,40,1046,M3,5.73,15.69,OP01,88,86,61,Fail,3.82,1.0,2026.0
2026-04-05,A,Wheel Hub,Shrinkage,739.0,2,652,M5,5.52,12.79,OP02,70,60,45,Fail,0.31,4.0,2026.0
2025-10-11,B,Cylinder Head,Sand Inclusion,740.0,48,784,M2,7.08,29.83,OP08,85,67,74,Fail,6.12,10.0,2025.0
2025-08-18,B,Engine Block,Misrun,663.0,34,408,M3,6.27,10.43,OP14,46,93,81,Fail,8.33,8.0,2025.0
2026-05-15,A,Wheel Hub,Sand Inclusion,679.0,33,668,M2,4.99,25.5,OP12,46,91,63,Pass,4.94,5.0,2026.0
2026-04-05,C,Engine Block,Sand Inclusion,718.0,52,803,M3,4.92,21.17,OP19,71,67,60,Pass,6.48,4.0,2026.0
2025-02-22,C,Engine Block,Crack,755.0,3,440,M1,5.81,21.12,OP10,61,83,45,Fail,0.68,2.0,2025.0
2025-10-12,C,Clutch Plate,Sand Inclusion,767.0,21,972,M2,3.35,15.72,OP04,52,70,71,Fail,2.16,10.0,2025.0
2025-05-22,A,Engine Block,Shrinkage,664.0,48,674,M5,7.47,21.79,OP02,83,65,48,Pass,7.12,5.0,2025.0
2026-04-11,B,Gear Housing,Misrun,764.0,71,1136,M5,5.12,24.25,OP20,59,85,42,Fail,6.25,4.0,2026.0
,A,Engine Block,Crack,708.0,32,518,M4,6.28,12.48,OP01,52,80,53,Fail,6.18,,
2025-11-26,B,Clutch Plate,Sand Inclusion,653.0,62,768,M3,4.26,27.62,OP14,63,76,84,Pass,8.07,11.0,2025.0
2026-02-23,B,Cylinder Head,Cold Shut,690.0,23,905,M1,5.83,17.4,OP12,78,74,38,Fail,2.54,2.0,2026.0
2026-04-08,A,Engine Block,Porosity,738.0,77,838,M2,5.29,10.28,OP04,25,91,70,Fail,9.19,4.0,2026.0
2026-02-10,A,Gear Housing,Misrun,715.0,4,429,M4,7.01,15.95,OP13,26,69,59,Pass,0.93,2.0,2026.0
